2018-04-30 04:29:12 startup archives unpack
2018-04-30 04:30:42 status half-installed perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 purge perl-modules:all 5.20.2-3+deb8u10 <none>
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status config-files perl-modules:all 5.20.2-3+deb8u10
2018-04-30 04:30:42 status not-installed perl-modules:all <none>
2018-04-30 04:30:42 status installed zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 remove zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1 <none>
2018-04-30 04:30:42 status half-configured zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 status half-installed zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 status config-files zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 status config-files zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 status config-files zlib1g-dev:amd64 1:1.2.8.dfsg-2+b1
2018-04-30 04:30:42 status not-installed zlib1g-dev:amd64 <none>
2018-04-30 04:30:42 trigproc libc-bin:amd64 2.19-18+deb8u10 <none>
2018-04-30 04:30:42 status half-configured libc-bin:amd64 2.19-18+deb8u10
2018-04-30 04:30:42 status installed libc-bin:amd64 2.19-18+deb8u10
2018-04-30 04:30:43 startup packages configure
